tax_id,genus_tax_id,name,category,is_phage,sample,condition,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length
552664,552663,Norrisiella sphaerica,eukaryota,FALSE,roomtemp,flowthrough,205.3727383,788,2,771,90.9637,328.338
374162,1177,Nostoc carneum,bacteria,FALSE,frozen,flowthrough,111.583944,340,1,340,86.813,91
397561,104742,Notomastus tenuis,eukaryota,FALSE,frozen,filter,45.42042354,180,1,179,97.6254,293.469
397561,104742,Notomastus tenuis,eukaryota,FALSE,roomtemp,filter,107.6724523,358,1,356,98.1992,275.476
891395,1610577,Nusuttodinium poecilochroum,eukaryota,FALSE,frozen,filter,10.34576314,41,1,37,91.0971,190.211
891395,1610577,Nusuttodinium poecilochroum,eukaryota,FALSE,roomtemp,filter,31.27914815,104,1,101,96.2064,214.041
450804,450803,Oceaniserpentilla haliotis,bacteria,FALSE,roomtemp,filter,769.34674,2558,8,2557,99.9971,134.817
450804,450803,Oceaniserpentilla haliotis,bacteria,FALSE,roomtemp,flowthrough,394.5867078,1514,9,1430,99.5004,86.7221
2683272,-200,Oceanospirillales bacterium S2-4-1H,bacteria,FALSE,roomtemp,filter,178.6520577,594,1,570,89.6796,395.741
2683272,-200,Oceanospirillales bacterium S2-4-1H,bacteria,FALSE,roomtemp,flowthrough,102.9469944,395,4,290,90.2734,143.628
394536,129505,Ochrolechia trochophora,eukaryota,FALSE,roomtemp,flowthrough,90.43697993,347,1,347,87.054,224
483371,-200088165,Ochromonadaceae sp. CCMP2298,eukaryota,FALSE,roomtemp,filter,57.44535862,191,1,190,99.9921,84.9455
2986,2985,Ochromonas danica,eukaryota,FALSE,frozen,flowthrough,31.50605479,96,2,87,86.395,219.287
2986,2985,Ochromonas danica,eukaryota,FALSE,roomtemp,filter,139.8538835,465,3,349,86.2934,426.645
420556,2985,Ochromonas sp. CCMP1393,eukaryota,FALSE,roomtemp,filter,45.41491702,151,1,73,97.631,97.6276
984272,2985,Ochromonas sp. SAG 933.10,eukaryota,FALSE,roomtemp,flowthrough,37.26941824,143,1,131,89.5291,133.03
53946,53945,Octadecabacter arcticus,bacteria,FALSE,roomtemp,filter,17.44414031,58,1,4,92.5946,78.8596
40357,2838,Odontella sp. (in: Bacillariophyta),eukaryota,FALSE,frozen,filter,6.81306353,27,1,22,86.2583,186.615
141451,141450,Oleiphilus messinensis,bacteria,FALSE,frozen,filter,25.23356863,100,1,74,96.7829,104.208
141451,141450,Oleiphilus messinensis,bacteria,FALSE,roomtemp,flowthrough,124.0576439,476,4,307,96.4982,93.0513
141451,141450,Oleiphilus messinensis,bacteria,FALSE,roomtemp,filter,54.43774822,181,1,103,89.4053,182.285
555883,188907,Oleispira lenta,bacteria,FALSE,roomtemp,flowthrough,18140.0423,69602,25,68945,99.5998,999.943
555883,188907,Oleispira lenta,bacteria,FALSE,roomtemp,filter,993.1129537,3302,1,3276,99.9995,528.743
51324,51323,Oltmannsiellopsis viridis,eukaryota,FALSE,frozen,filter,258.6440785,1025,2,927,99.8949,187.399
51324,51323,Oltmannsiellopsis viridis,eukaryota,FALSE,frozen,flowthrough,118.4758935,361,2,276,99.7824,252.157
2108040,2598729,Ophirina amphinema,eukaryota,FALSE,roomtemp,filter,6.315981837,21,1,13,89.2728,77.85
1607889,6025,Opisthonecta sp. FG-2015,eukaryota,FALSE,frozen,filter,33.30831059,132,1,115,97.3599,385.24
28251,28250,Ornithobacterium rhinotracheale,bacteria,FALSE,roomtemp,filter,24.06088319,80,1,68,90.5626,66.1818
1663209,181084,Ostreococcus lucimarinus virus 7,viruses,FALSE,frozen,flowthrough,56.77653623,173,1,8,91.7239,76.25
1171683,70447,Ostreococcus sp. BCC69000,eukaryota,FALSE,frozen,filter,109.2613522,433,1,432,100,273.022
1785753,181084,Ostreococcus tauri virus OtV5,viruses,FALSE,frozen,flowthrough,48.24364639,147,1,16,90.3704,100.601
253245,267986,Owenweeksia hongkongensis,bacteria,FALSE,frozen,filter,39.11203138,155,1,74,96.4655,91.4897
253245,267986,Owenweeksia hongkongensis,bacteria,FALSE,frozen,flowthrough,22.31678881,68,1,13,90.2987,97.254
253245,267986,Owenweeksia hongkongensis,bacteria,FALSE,roomtemp,filter,65.26514565,217,2,154,90.7499,176.317
253245,267986,Owenweeksia hongkongensis,bacteria,FALSE,roomtemp,flowthrough,47.95505564,184,1,137,86.4701,494.795
2969,2968,Oxyrrhis marina,eukaryota,FALSE,roomtemp,filter,6.616742877,22,1,7,92.4035,79.7727
200601,5943,Oxytricha sp. Steamboat Hot Springs,eukaryota,FALSE,frozen,filter,130.2052141,516,3,418,96.5276,211.588
200601,5943,Oxytricha sp. Steamboat Hot Springs,eukaryota,FALSE,roomtemp,filter,107.9732133,359,1,355,96.9581,290.304
200601,5943,Oxytricha sp. Steamboat Hot Springs,eukaryota,FALSE,roomtemp,flowthrough,27.10503145,104,1,102,96.6103,285.542
1172189,5943,Oxytricha trifallax,eukaryota,FALSE,frozen,filter,341.6625193,1354,2,1260,89.7335,530.753
1172189,5943,Oxytricha trifallax,eukaryota,FALSE,roomtemp,filter,74.58873789,248,1,201,84.7739,244.159
200424,157004,Padina australis,eukaryota,FALSE,frozen,filter,18.92517647,75,1,75,81.56,141
1882918,1882917,Pajaroellobacter abortibovis,bacteria,FALSE,roomtemp,filter,8.722070156,29,1,9,93.14,63
2822,2821,Palmaria palmata,eukaryota,FALSE,frozen,filter,37.85035295,150,1,150,100,108
652834,759891,Palpitomonas bilix,eukaryota,FALSE,roomtemp,filter,15.33881303,51,1,6,88.5121,80.7917
2211211,1822464,Paraburkholderia dokdonella,bacteria,FALSE,roomtemp,flowthrough,331.5153847,1272,1,1272,95.712,513
1447025,1447024,Paracaprella pusilla,eukaryota,FALSE,frozen,filter,392.3819922,1555,2,1549,88.7603,862.597
692525,692524,Paracineta limbata,eukaryota,FALSE,frozen,filter,23.71955451,94,1,76,94.5684,288.642
1499308,265,Paracoccus mutanolyticus,bacteria,FALSE,roomtemp,filter,27.06849359,90,1,87,92.0174,224.46
249350,249349,Paradoxia multiseta,eukaryota,FALSE,roomtemp,flowthrough,77.66634012,298,1,298,92.727,55
2419807,1925418,Parafavella gigantea,eukaryota,FALSE,frozen,filter,5.551385099,22,1,21,84.0275,164.6
197222,1621534,Paraglaciecola mesophila,bacteria,FALSE,frozen,filter,17.66349804,70,1,62,93.0137,229.116
197222,1621534,Paraglaciecola mesophila,bacteria,FALSE,roomtemp,flowthrough,187.6502177,720,4,704,99.5067,110.139
2686359,1621534,Paraglaciecola sp. L1A13,bacteria,FALSE,roomtemp,filter,655.3583059,2179,1,2162,97.8292,47.2625
2686359,1621534,Paraglaciecola sp. L1A13,bacteria,FALSE,roomtemp,flowthrough,134.7432813,517,3,509,99.5182,84.2
2686358,1621534,Paraglaciecola sp. L3A3,bacteria,FALSE,frozen,filter,74.43902746,295,1,287,92.5295,520.911
2686358,1621534,Paraglaciecola sp. L3A3,bacteria,FALSE,roomtemp,filter,131.4325744,437,1,419,86.1005,258.121
409284,1472647,Paragymnodinium shiwhaense,eukaryota,FALSE,frozen,filter,42.3923953,168,1,152,95.3344,253.51
2115791,1472647,Paragymnodinium sp. KY-2018a,eukaryota,FALSE,frozen,filter,28.26159687,112,1,112,100,90
216927,216907,Paralia sulcata,eukaryota,FALSE,frozen,filter,76.45771295,303,2,291,99.9246,163.768
1144756,641216,Parallelostrombidium conicum,eukaryota,FALSE,frozen,filter,60.05589334,238,1,200,99.1788,121.414
5885,5884,Paramecium caudatum,eukaryota,FALSE,frozen,filter,8.074741962,32,1,27,82.3087,167.786
5888,5884,Paramecium tetraurelia,eukaryota,FALSE,roomtemp,filter,6.917503917,23,1,9,85.6826,78.8261
1483957,1483956,Paramikrocytos canceri,eukaryota,FALSE,frozen,filter,28.51393255,113,1,48,87.2854,167.271
2583407,200890,Paramoeba aparasomata,eukaryota,FALSE,roomtemp,filter,17.14337927,57,1,54,88.5604,77.2909
1268273,1268272,Paraperlucidibaca wandonensis,bacteria,FALSE,roomtemp,flowthrough,98.77698961,379,1,378,99.9939,83.9628
37641,36769,Paraphysomonas butcheri,eukaryota,FALSE,roomtemp,flowthrough,20.32877359,78,1,60,99.3586,101.857
37642,36769,Paraphysomonas imperforata,eukaryota,FALSE,roomtemp,filter,414.1479519,1377,2,1332,99.5723,113.125
1955561,36769,Paraphysomonas sp.,eukaryota,FALSE,roomtemp,filter,2750.45971,9145,4,9060,89.6871,253.268
1955561,36769,Paraphysomonas sp.,eukaryota,FALSE,roomtemp,flowthrough,298.6765966,1146,5,1088,97.2167,227.272
2547970,2547964,Parashewanella tropica,bacteria,FALSE,frozen,filter,19.68218353,78,1,38,97.9701,104.948
373401,340077,Parastrombidinopsis minima,eukaryota,FALSE,frozen,flowthrough,53.16646745,162,1,160,98.1051,359.577
552666,647365,Partenskyella glossopodia,eukaryota,FALSE,frozen,filter,11.1027702,44,1,34,95.5563,251.953
552666,647365,Partenskyella glossopodia,eukaryota,FALSE,roomtemp,filter,249.6316631,830,1,817,95.3037,377.782
552666,647365,Partenskyella glossopodia,eukaryota,FALSE,roomtemp,flowthrough,86.00634979,330,1,305,94.8872,356.451
1076758,1076757,Parvamoeba rugata,eukaryota,FALSE,roomtemp,filter,15.94033511,53,1,42,94.3895,209.679
256618,256616,Parvibaculum lavamentivorans,bacteria,FALSE,frozen,flowthrough,11.1583944,34,1,15,89.4911,161.606
256618,256616,Parvibaculum lavamentivorans,bacteria,FALSE,roomtemp,flowthrough,23.97752782,92,1,84,92.9132,221.19
358435,120447,Parvicardium minimum,eukaryota,FALSE,roomtemp,filter,16.84261823,56,1,56,87.692,65
208216,208215,Parvularcula bermudensis,bacteria,FALSE,roomtemp,flowthrough,8.079384374,31,1,29,99.9,134.259
1708747,39716,Paulinella longichromatophora,eukaryota,FALSE,roomtemp,filter,53.23470406,177,1,177,92.326,417
2832,2831,Pavlova lutheri,eukaryota,FALSE,frozen,filter,5.046713726,20,1,15,88.142,154.55
1108795,3158,Pedinomonas sp. UTEX 'LB 1027',eukaryota,FALSE,frozen,filter,53.4951655,212,1,211,95.7258,71.0325
984,84567,Pedobacter heparinus,bacteria,FALSE,frozen,filter,11.1027702,44,1,38,90.7361,207.579
1283076,-200010662,Pelagibacter phage HTVC008M,viruses,TRUE,frozen,flowthrough,1387.579163,4228,8,3836,82.3114,802.509
1283076,-200010662,Pelagibacter phage HTVC008M,viruses,TRUE,roomtemp,flowthrough,125.1001452,480,4,347,84.0467,665.028
1283077,-200010744,Pelagibacter phage HTVC010P,viruses,TRUE,roomtemp,flowthrough,7.036883165,27,1,9,87.6926,113.074
1283078,-200010744,Pelagibacter phage HTVC011P,viruses,TRUE,frozen,flowthrough,147.3564437,449,6,90,98.0018,96.2719
1283079,-200010744,Pelagibacter phage HTVC019P,viruses,TRUE,frozen,flowthrough,151.9510767,463,12,288,90.1223,395.648
1283079,-200010744,Pelagibacter phage HTVC019P,viruses,TRUE,roomtemp,flowthrough,59.68319425,229,10,107,91.6113,185.543
2282994,-200010744,Pelagibacter phage HTVC021P,viruses,TRUE,frozen,flowthrough,9.18926598,28,1,8,89.523,99.28
2283016,-200010744,Pelagibacter phage HTVC022P,viruses,TRUE,frozen,flowthrough,88.28259102,269,10,182,88.2304,268.106
2283016,-200010744,Pelagibacter phage HTVC022P,viruses,TRUE,roomtemp,flowthrough,35.96629173,138,4,58,88.9308,182.069
2686455,-200010744,Pelagibacter phage HTVC023P,viruses,TRUE,frozen,flowthrough,42.66444919,130,1,27,86.3526,72.7661
2686455,-200010744,Pelagibacter phage HTVC023P,viruses,TRUE,roomtemp,flowthrough,11.46751331,44,1,7,86.6534,72.4359
2686456,-200010744,Pelagibacter phage HTVC026P,viruses,TRUE,roomtemp,flowthrough,10.6856374,41,1,30,86.4494,133.625
2686457,-200010744,Pelagibacter phage HTVC027P,viruses,TRUE,frozen,flowthrough,338.0337128,1030,5,637,87.7889,487.84
2283017,-200010744,Pelagibacter phage HTVC031P,viruses,TRUE,frozen,flowthrough,25.92685759,79,2,31,91.1908,152.446
2686458,-200010744,Pelagibacter phage HTVC103P,viruses,TRUE,frozen,flowthrough,17.06577968,52,2,28,87.1962,168.667
2283018,-200010744,Pelagibacter phage HTVC105P,viruses,TRUE,frozen,flowthrough,13.12752283,40,2,16,87.9062,122.795
2686461,-200010744,Pelagibacter phage HTVC111P,viruses,TRUE,frozen,flowthrough,37.08525199,113,1,13,92.5693,81.8942
2686462,-200010744,Pelagibacter phage HTVC112P,viruses,TRUE,frozen,flowthrough,92.87722401,283,7,56,92.3919,100.314
2686462,-200010744,Pelagibacter phage HTVC112P,viruses,TRUE,roomtemp,flowthrough,39.87567127,153,2,20,93.2037,99.585
2283021,-200010744,Pelagibacter phage HTVC120P,viruses,TRUE,frozen,flowthrough,40.69532077,124,1,14,95.2165,73.3729
2283024,-200010744,Pelagibacter phage HTVC201P,viruses,TRUE,frozen,flowthrough,23.95772916,73,1,22,89.5928,202.125
2686464,-200010744,Pelagibacter phage HTVC202P,viruses,TRUE,frozen,flowthrough,165.4067876,504,2,404,85.4867,515.796
2686464,-200010744,Pelagibacter phage HTVC202P,viruses,TRUE,roomtemp,flowthrough,118.5845126,455,5,375,85.3031,501.144
531813,1082930,Pelagibacterium halotolerans,bacteria,FALSE,roomtemp,filter,8.722070156,29,1,24,89.3615,208.889
35677,35676,Pelagomonas calceolata,eukaryota,FALSE,frozen,filter,144.3360126,572,3,552,89.5727,191.456
35677,35676,Pelagomonas calceolata,eukaryota,FALSE,roomtemp,filter,106.1686471,353,1,337,93.4743,128.134
1242177,273906,Pelagostrobilidium minutum,eukaryota,FALSE,frozen,filter,1663.64918,6593,2,6432,95.044,309.956
1242177,273906,Pelagostrobilidium minutum,eukaryota,FALSE,roomtemp,filter,350.3866115,1165,2,1103,94.5639,326.929
1242177,273906,Pelagostrobilidium minutum,eukaryota,FALSE,roomtemp,flowthrough,325.5210027,1249,4,1207,92.2429,483.667
273907,273906,Pelagostrobilidium neptuni,eukaryota,FALSE,frozen,flowthrough,123.3987146,376,2,376,99.8947,419.154
1242244,273906,Pelagostrobilidium paraepacrum,eukaryota,FALSE,frozen,filter,301.2888095,1194,4,1036,99.9726,128.419
1925329,273906,Pelagostrobilidium sp. LS781,eukaryota,FALSE,frozen,filter,394.148342,1562,1,1515,89.0485,237.286
1925329,273906,Pelagostrobilidium sp. LS781,eukaryota,FALSE,frozen,flowthrough,78.76513697,240,1,229,88.6231,458.638
29542,18,Pelobacter acetylenicus,bacteria,FALSE,roomtemp,filter,63.15981837,210,1,44,96.3804,70.8684
19,18,Pelobacter carbinolicus,bacteria,FALSE,roomtemp,filter,231.2852397,769,1,736,82.3353,1054.18
1842532,18,Pelobacter sp. SFB93,bacteria,FALSE,roomtemp,flowthrough,42.74254959,164,1,160,86.768,74.6667
106539,66472,Pentapharsodinium dalei,eukaryota,FALSE,frozen,filter,6.81306353,27,1,20,88.5877,224.68
66473,66472,Pentapharsodinium tyrrhenicum,eukaryota,FALSE,frozen,filter,14.63546981,58,1,53,99.3577,91.8077
56466,56465,Peranema trichophorum,eukaryota,FALSE,frozen,filter,38.35502432,152,2,64,92.7474,191.324
1874131,1129412,Peridiniella sp.,eukaryota,FALSE,roomtemp,filter,64.36286253,214,1,214,91.393,244
1510150,1649479,Permianibacter aggregans,bacteria,FALSE,roomtemp,flowthrough,14.85564224,57,1,9,90.921,72.125
230426,70742,Peronospora alpicola,eukaryota,FALSE,frozen,filter,182.1863655,722,2,721,98.1007,106.363
230426,70742,Peronospora alpicola,eukaryota,FALSE,roomtemp,filter,959.7284782,3191,2,3190,98.0721,103.705
56452,56451,Petalomonas cantuscygni,eukaryota,FALSE,frozen,filter,14.88780549,59,1,21,91.0884,101.534
56452,56451,Petalomonas cantuscygni,eukaryota,FALSE,roomtemp,filter,34.28675855,114,1,101,86.9083,188.981
1978337,307628,Petrimonas sp. IBARAKI,bacteria,FALSE,roomtemp,filter,9.323592236,31,1,29,82.2198,219.387
144735,144734,Petroderma maculiforme,eukaryota,FALSE,roomtemp,filter,9.323592236,31,1,31,85.185,108
71001,71000,Pfiesteria piscicida,eukaryota,FALSE,frozen,filter,264.4477993,1048,5,907,94.6505,149.129
420584,420583,Phaeobotrys solitaria,eukaryota,FALSE,frozen,filter,18.67284079,74,1,69,87.0175,232.716
420584,420583,Phaeobotrys solitaria,eukaryota,FALSE,roomtemp,filter,7.218264957,24,1,21,84.701,194.909
251749,181086,Phaeocystis globosa virus,viruses,FALSE,roomtemp,flowthrough,9.121885584,35,1,32,83.5899,220.906
693053,282687,Philasterides armatalis,eukaryota,FALSE,frozen,filter,216.7563545,859,1,849,99.905,87.6176
282688,282687,Philasterides dicentrarchi,eukaryota,FALSE,frozen,filter,9.084084707,36,1,21,88.4985,125.278
74109,657,Photobacterium profundum,bacteria,FALSE,roomtemp,flowthrough,27.62628205,106,1,97,93.1891,83.4412
2065209,2161651,Phytocercomonas venanatans,eukaryota,FALSE,frozen,filter,37.85035295,150,1,105,83.9653,78.1969
2065209,2161651,Phytocercomonas venanatans,eukaryota,FALSE,roomtemp,filter,14.13576887,47,1,28,83.5391,75.4667
4787,4783,Phytophthora infestans,eukaryota,FALSE,roomtemp,filter,34.88828063,116,2,42,85.7757,183.279
4788,4783,Phytophthora megasperma,eukaryota,FALSE,frozen,filter,284.3823185,1127,2,1125,89.6015,196.223
4792,4783,Phytophthora parasitica,eukaryota,FALSE,roomtemp,flowthrough,15.63751814,60,1,56,83.7289,244.933
374175,4783,Phytophthora polonica,eukaryota,FALSE,roomtemp,filter,7.519025997,25,1,16,91.0275,73.8
907947,795339,Phytopythium vexans,eukaryota,FALSE,frozen,filter,15.14014118,60,1,60,97.0296,101
1157699,-200,Picobiliphyte sp. MS584-11,eukaryota,FALSE,frozen,filter,9.336420394,37,1,8,90.5421,94.0294
172671,172670,Pinguiococcus pyrenoidosus,eukaryota,FALSE,frozen,filter,7.570070589,30,1,27,93.2384,73.0357
172671,172670,Pinguiococcus pyrenoidosus,eukaryota,FALSE,roomtemp,filter,95.94277172,319,1,315,93.1424,73.761
230409,230408,Pirsonia formosa,eukaryota,FALSE,frozen,filter,31.79429648,126,1,81,99.812,77
230410,230408,Pirsonia guinardiae,eukaryota,FALSE,frozen,filter,34.06531765,135,1,127,99.9606,212.869
230410,230408,Pirsonia guinardiae,eukaryota,FALSE,roomtemp,flowthrough,152.2051766,584,2,566,98.6483,341.913
230410,230408,Pirsonia guinardiae,eukaryota,FALSE,roomtemp,filter,123.0112653,409,2,406,98.6593,299.197
230413,230408,Pirsonia punctigera,eukaryota,FALSE,frozen,filter,103.9623028,412,1,227,99.9235,185.3
1238,1237,Piscirickettsia salmonis,bacteria,FALSE,roomtemp,flowthrough,10.6856374,41,1,6,94.2745,70.8857
2082230,-200,Pittsburgh sewage-associated virus 1,viruses,FALSE,frozen,flowthrough,63.66848572,194,9,96,98.6175,178.883
741089,432301,Placocista sp. CC-Grouse Mountain,eukaryota,FALSE,frozen,filter,75.44837021,299,2,241,91.7038,179.77
741089,432301,Placocista sp. CC-Grouse Mountain,eukaryota,FALSE,roomtemp,filter,166.6216161,554,2,402,94.2447,99.3476
741089,432301,Placocista sp. CC-Grouse Mountain,eukaryota,FALSE,roomtemp,flowthrough,53.9494376,207,1,178,90.8023,133.588
2527988,-200,Planctomycetes bacterium CA11,bacteria,FALSE,roomtemp,filter,27.67001567,92,2,88,99.2437,220.764
2527990,-200,Planctomycetes bacterium CA51,bacteria,FALSE,roomtemp,filter,28.27153775,94,1,91,84.7095,212.795
2527976,-200,Planctomycetes bacterium Enr17,bacteria,FALSE,roomtemp,filter,23.45936111,78,2,44,95.3271,180.225
1930274,-200,Planctomycetes bacterium FF011L,bacteria,FALSE,frozen,filter,25.99057569,103,1,79,97.6817,164.393
1930276,-200,Planctomycetes bacterium HG15A2,bacteria,FALSE,frozen,flowthrough,9.517454051,29,1,24,92.7259,194.172
2528024,-202691359,Planctomycetes bacterium I41,bacteria,FALSE,frozen,flowthrough,6.891949485,21,1,21,86.719,256
1930275,-200,Planctomycetes bacterium K23_9,bacteria,FALSE,frozen,filter,36.8410102,146,1,127,98.5329,206.937
1930275,-200,Planctomycetes bacterium K23_9,bacteria,FALSE,roomtemp,filter,68.87427813,229,1,173,97.2347,167.675
2527992,-200,Planctomycetes bacterium Mal33,bacteria,FALSE,roomtemp,filter,18.64718447,62,1,52,85.0152,285.517
2528026,-200,Planctomycetes bacterium Mal4,bacteria,FALSE,roomtemp,filter,28.87305983,96,1,61,92.6569,281.139
2527998,-200,Planctomycetes bacterium MalM25,bacteria,FALSE,frozen,filter,143.8313412,570,1,566,81.965,832.399
2527980,-200,Planctomycetes bacterium Pan189,bacteria,FALSE,frozen,filter,8.831749021,35,1,28,88.4199,235.625
2527981,-200,Planctomycetes bacterium Pan258,bacteria,FALSE,frozen,flowthrough,49.22821061,150,1,147,85.3302,375.5
2528008,-200,Planctomycetes bacterium Pla163,bacteria,FALSE,roomtemp,filter,107.9732133,359,2,240,90.6349,294.637
2528008,-200,Planctomycetes bacterium Pla163,bacteria,FALSE,roomtemp,flowthrough,39.87567127,153,2,98,91.0625,235.89
2528010,-200,Planctomycetes bacterium Pla85_3_4,bacteria,FALSE,roomtemp,flowthrough,650.7813801,2497,1,2486,88.5114,2689.73
2528010,-200,Planctomycetes bacterium Pla85_3_4,bacteria,FALSE,roomtemp,filter,152.4858472,507,2,487,88.3337,324.439
2528017,-200,Planctomycetes bacterium Poly24,bacteria,FALSE,roomtemp,flowthrough,12.51001452,48,1,41,97.1943,173.955
2528018,-200,Planctomycetes bacterium Poly30,bacteria,FALSE,frozen,flowthrough,25.27048144,77,2,43,88.0312,127.521
2528018,-200,Planctomycetes bacterium Poly30,bacteria,FALSE,roomtemp,filter,113.9884341,379,2,274,87.8448,303.487
2527968,-200,Planctomycetes bacterium Q31a,bacteria,FALSE,roomtemp,filter,13.23348575,44,1,33,84.307,167.523
1010409,-200,Planctomycetes bacterium SCGC AAA164-M21,bacteria,FALSE,roomtemp,flowthrough,5.994381955,23,1,23,100,208
1010419,-200,Planctomycetes bacterium SCGC AAA170-P16,bacteria,FALSE,frozen,flowthrough,8.532889838,26,1,24,99.6188,229.231
2528025,-200,Planctomycetes bacterium SV_7m_r,bacteria,FALSE,roomtemp,filter,757.9178205,2520,1,2494,87.3298,2872.92
2528027,-200,Planctomycetes bacterium V22,bacteria,FALSE,roomtemp,flowthrough,36.48754234,140,1,138,87.6185,667.516
110443,-200,planktonic euryarchaeote,archaea,FALSE,frozen,flowthrough,232.3571541,708,1,691,99.3093,1669.58
110443,-200,planktonic euryarchaeote,archaea,FALSE,roomtemp,filter,9.022831196,30,2,15,98.2739,146.067
438833,4780,Plasmopara constantinescui,eukaryota,FALSE,frozen,filter,20.69152628,82,1,82,86.538,104
703,702,Plesiomonas shigelloides,bacteria,FALSE,roomtemp,flowthrough,88.35197751,339,1,262,96.3096,83.3432
1882665,200184,Pleuropoma jana,eukaryota,FALSE,roomtemp,filter,11.72968056,39,1,39,88.158,76
2493237,211462,Ploeotia vitrea,eukaryota,FALSE,roomtemp,filter,22.25631695,74,1,43,98.8596,234.528
360691,360689,Ploesoma truncatus,eukaryota,FALSE,frozen,filter,37.59801726,149,1,149,90.311,289
236210,-200010744,Podovirus SOG,viruses,TRUE,frozen,flowthrough,182.1443792,555,1,539,97.4465,1073.76
236210,-200010744,Podovirus SOG,viruses,TRUE,roomtemp,flowthrough,20.85002419,80,2,60,96.0739,279.873
89957,89956,Polarella glacialis,eukaryota,FALSE,frozen,filter,36.08400314,143,2,66,89.6348,191.283
996801,52959,Polaribacter reichenbachii,bacteria,FALSE,roomtemp,flowthrough,5.994381955,23,1,20,96.4704,236.13
1855336,52959,Polaribacter sp. KT25b,bacteria,FALSE,roomtemp,filter,52.33242094,174,3,150,89.8855,229.325
271679,271678,Polykrikos kofoidii,eukaryota,FALSE,roomtemp,filter,85.11537429,283,1,261,99.99,275.36
271680,271678,Polykrikos schwartzii,eukaryota,FALSE,frozen,filter,137.7752847,546,2,543,99.8951,334.073
271680,271678,Polykrikos schwartzii,eukaryota,FALSE,roomtemp,filter,181.6596681,604,1,600,99.7171,348.897
1918381,271678,Polykrikos sp. EP-2016a,eukaryota,FALSE,frozen,filter,36.58867452,145,1,139,99.1514,257.01
70182,41455,Polymyxa graminis,eukaryota,FALSE,roomtemp,filter,19.85022863,66,1,59,96.5146,87.44
323450,323449,Pontibacter actiniarum,bacteria,FALSE,frozen,filter,15.14014118,60,1,49,88.0219,232.357
231751,231753,Porolithon onkodes,eukaryota,FALSE,frozen,filter,5.551385099,22,1,21,90.58,189.333
88167,88166,Poterioochromonas malhamensis,eukaryota,FALSE,frozen,filter,26.99991844,107,1,102,86.6254,339.919
88167,88166,Poterioochromonas malhamensis,eukaryota,FALSE,roomtemp,filter,53.23470406,177,1,161,96.5769,186.982
88167,88166,Poterioochromonas malhamensis,eukaryota,FALSE,roomtemp,flowthrough,34.92379052,134,1,120,89.0574,85.9619
156131,110669,Prasinococcus capsulatus,eukaryota,FALSE,frozen,filter,13.37379137,53,1,46,83.9354,553.189
445696,-200010662,Prochlorococcus phage P-HM2,viruses,TRUE,frozen,flowthrough,55.46378395,169,1,161,81.0327,149.38
445688,-200010662,Prochlorococcus phage P-SSM7,viruses,TRUE,frozen,flowthrough,54.80740781,167,1,146,82.1191,282.144
1542477,-200010662,Prochlorococcus phage P-TIM68,viruses,TRUE,frozen,flowthrough,13.12752283,40,1,6,84.1312,91.4865
1223,1222,Prochlorothrix hollandica,bacteria,FALSE,frozen,flowthrough,12.79933476,39,1,26,94.0342,157.342
351715,266822,Procryptobia sorokini,eukaryota,FALSE,roomtemp,filter,261.3613437,869,1,864,80.9502,244.858
45622,2332,Propionigenium maris,bacteria,FALSE,frozen,flowthrough,17.72215582,54,1,25,97.6111,184.596
2333,2332,Propionigenium modestum,bacteria,FALSE,frozen,flowthrough,15.75302739,48,1,40,89.067,276.659
257771,2944,Prorocentrum donghaiense,eukaryota,FALSE,frozen,filter,931.1186825,3690,2,3664,94.1139,230.902
257771,2944,Prorocentrum donghaiense,eukaryota,FALSE,roomtemp,filter,23.15860007,77,1,75,81.3943,462
2945,2944,Prorocentrum micans,eukaryota,FALSE,frozen,filter,2225.600753,8820,10,8578,94.9338,317.092
2945,2944,Prorocentrum micans,eukaryota,FALSE,roomtemp,filter,162.7117226,541,3,514,86.7675,209.687
2945,2944,Prorocentrum micans,eukaryota,FALSE,roomtemp,flowthrough,103.4682451,397,1,366,94.2176,324.033
237471,2944,Prorocentrum rhathymum,eukaryota,FALSE,frozen,flowthrough,84.67252224,258,1,258,97.257,401
237471,2944,Prorocentrum rhathymum,eukaryota,FALSE,frozen,filter,30.78495373,122,2,109,97.9265,201.55
1348332,40332,Prorodon ovum,eukaryota,FALSE,frozen,filter,18.67284079,74,2,70,94.6325,282.915
48465,48463,Prosthecobacter dejongeii,bacteria,FALSE,frozen,filter,48.19611609,191,1,188,82.1702,787.972
48465,48463,Prosthecobacter dejongeii,bacteria,FALSE,frozen,flowthrough,29.53692636,90,1,89,81.8345,777.839
48464,48463,Prosthecobacter fusiformis,bacteria,FALSE,roomtemp,flowthrough,92.78260766,356,1,356,82.985,335
361427,188977,Protaspis grandis,eukaryota,FALSE,frozen,filter,617.2130887,2446,9,2173,94.1807,311.064
361427,188977,Protaspis grandis,eukaryota,FALSE,roomtemp,filter,2004.873092,6666,5,6452,90.7303,573.159
361427,188977,Protaspis grandis,eukaryota,FALSE,roomtemp,flowthrough,633.5801101,2431,6,2382,89.7719,365.79
629751,188977,Protaspis obliqua,eukaryota,FALSE,roomtemp,filter,154.2904135,513,1,510,99.9468,128.579
